"toad.id","age","task.type","reward.position","choice","latency","trial","lt","learnt","log.latency"
"MW19","1","reversal","L","0",400,4,1,"1",5.99146454710798
"MW19","1","reversal","L","0",247,5,1,"1",5.50938833662798
"MW19","1","reversal","L","1",45,6,1,"1",3.80666248977032
"MW19","1","reversal","L","0",153,7,1,"1",5.03043792139244
"MW19","1","reversal","L","0",162,8,1,"1",5.08759633523238
"MW19","1","reversal","L","1",382,9,1,"1",5.94542060860658
"MW19","1","reversal","L","1",260,10,1,"1",5.56068163101553
"MW19","1","reversal","L","1",84,11,1,"1",4.43081679884331
"MW19","1","reversal","L","1",87,12,1,"1",4.46590811865458
"MW19","1","reversal","L","1",150,13,1,"1",5.01063529409626
"MW19","1","reversal","L","1",400,14,1,"1",5.99146454710798
"MW20","1","reversal","L","1",190,1,1,"1",5.24702407216049
"MW20","1","reversal","L","0",393,2,1,"1",5.97380961186926
"MW20","1","reversal","L","0",223,3,1,"1",5.40717177146012
"MW20","1","reversal","L","0",205,4,1,"1",5.32300997913841
"MW20","1","reversal","L","0",133,5,1,"1",4.89034912822175
"MW20","1","reversal","L","1",224,6,1,"1",5.41164605185504
"MW20","1","reversal","L","0",103,7,1,"1",4.63472898822964
"MW20","1","reversal","L","1",274,8,1,"1",5.61312810638807
"MW20","1","reversal","L","0",93,9,1,"1",4.53259949315326
"MW20","1","reversal","L","1",182,10,1,"1",5.2040066870768
"MW20","1","reversal","L","1",196,11,1,"1",5.27811465923052
"MW20","1","reversal","L","1",183,12,1,"1",5.20948615284142
"MW20","1","reversal","L","1",90,13,1,"1",4.49980967033027
"MW20","1","reversal","L","1",67,14,1,"1",4.20469261939097
"MW21","0","reversal","L","0",346,1,1,"1",5.84643877505772
"MW21","0","reversal","L","1",411,2,1,"1",6.01859321449623
"MW21","0","reversal","L","1",22,3,1,"1",3.09104245335832
"MW21","0","reversal","L","1",28,4,1,"1",3.3322045101752
"MW21","0","reversal","L","1",31,5,1,"1",3.43398720448515
"MW21","0","reversal","L","1",18,6,1,"1",2.89037175789616
"MW21","0","reversal","L","1",25,7,1,"1",3.2188758248682
"MW21","0","reversal","L","1",22,8,1,"1",3.09104245335832
"MW22","0","reversal","R","1",28,1,1,"1",3.3322045101752
"MW22","0","reversal","R","1",67,2,1,"1",4.20469261939097
"MW22","0","reversal","R","0",35,3,1,"1",3.55534806148941
"MW22","0","reversal","R","0",27,4,1,"1",3.29583686600433
"MW22","0","reversal","R","1",31,5,1,"1",3.43398720448515
"MW22","0","reversal","R","1",27,6,1,"1",3.29583686600433
"MW22","0","reversal","R","1",83,7,1,"1",4.4188406077966
"MW22","0","reversal","R","1",124,8,1,"1",4.82028156560504
"MW22","0","reversal","R","1",128,9,1,"1",4.85203026391962
"MW23","0","reversal","R","0",92,1,1,"1",4.52178857704904
"MW23","0","reversal","R","0",17,2,1,"1",2.83321334405622
"MW23","0","reversal","R","0",15,3,1,"1",2.70805020110221
"MW23","0","reversal","R","1",19,4,1,"1",2.94443897916644
"MW23","0","reversal","R","1",15,5,1,"1",2.70805020110221
"MW23","0","reversal","R","1",27,6,1,"1",3.29583686600433
"MW23","0","reversal","R","0",37,7,1,"1",3.61091791264422
"MW23","0","reversal","R","1",20,8,1,"1",2.99573227355399
"MW23","0","reversal","R","1",16,9,1,"1",2.77258872223978
"MW23","0","reversal","R","0",26,10,1,"1",3.25809653802148
"MW23","0","reversal","R","1",30,11,1,"1",3.40119738166216
"MW23","0","reversal","R","0",103,12,1,"1",4.63472898822964
"MW23","0","reversal","R","1",57,13,1,"1",4.04305126783455
"MW23","0","reversal","R","1",198,14,1,"1",5.28826703069454
"MW23","0","reversal","R","1",419,15,1,"1",6.03787091992214
"MW23","0","reversal","R","1",121,16,1,"1",4.79579054559674
"MW24","0","reversal","R","0",31,1,1,"1",3.43398720448515
"MW24","0","reversal","R","0",26,2,1,"1",3.25809653802148
"MW24","0","reversal","R","1",10,3,1,"1",2.30258509299405
"MW24","0","reversal","R","1",11,4,1,"1",2.39789527279837
"MW24","0","reversal","R","0",45,5,1,"1",3.80666248977032
"MW24","0","reversal","R","0",33,6,1,"1",3.49650756146648
"MW24","0","reversal","R","1",24,7,1,"1",3.17805383034795
"MW24","0","reversal","R","0",17,8,1,"1",2.83321334405622
"MW24","0","reversal","R","0",56,9,1,"1",4.02535169073515
"MW24","0","reversal","R","0",20,10,1,"1",2.99573227355399
"MW24","0","reversal","R","1",20,11,1,"1",2.99573227355399
"MW24","0","reversal","R","0",113,12,1,"1",4.72738781871234
"MW24","0","reversal","R","1",16,13,1,"1",2.77258872223978
"MW24","0","reversal","R","1",24,14,1,"1",3.17805383034795
"MW24","0","reversal","R","1",58,15,1,"1",4.06044301054642
"MW24","0","reversal","R","1",27,16,1,"1",3.29583686600433
"MW24","0","reversal","R","0",120,17,1,"1",4.78749174278205
"MW24","0","reversal","R","1",38,18,1,"1",3.63758615972639
"MW24","0","reversal","R","1",124,19,1,"1",4.82028156560504
"MW25","0","reversal","L","1",82,1,1,"1",4.40671924726425
"MW25","0","reversal","L","0",357,2,1,"1",5.87773578177964
"MW25","0","reversal","L","1",331,3,1,"1",5.80211837537706
"MW25","0","reversal","L","0",80,4,1,"1",4.38202663467388
"MW25","0","reversal","L","0",65,5,1,"1",4.17438726989564
"MW25","0","reversal","L","0",28,6,1,"1",3.3322045101752
"MW25","0","reversal","L","1",30.2,7,1,"1",3.40784192438082
"MW25","0","reversal","L","1",37,8,1,"1",3.61091791264422
"MW25","0","reversal","L","1",37,9,1,"1",3.61091791264422
"MW25","0","reversal","L","0",94,10,1,"1",4.54329478227
"MW25","0","reversal","L","0",75,11,1,"1",4.31748811353631
"MW25","0","reversal","L","1",49,12,1,"1",3.89182029811063
"MW25","0","reversal","L","1",202,13,1,"1",5.30826769740121
"MW25","0","reversal","L","1",50,14,1,"1",3.91202300542815
"MW25","0","reversal","L","1",41,15,1,"1",3.71357206670431
"MW26","0","reversal","R","0",40,1,1,"1",3.68887945411394
"MW26","0","reversal","R","1",41,2,1,"1",3.71357206670431
"MW26","0","reversal","R","0",35,3,1,"1",3.55534806148941
"MW26","0","reversal","R","0",63,4,1,"1",4.14313472639153
"MW26","0","reversal","R","0",40,5,1,"1",3.68887945411394
"MW26","0","reversal","R","0",32,6,1,"1",3.46573590279973
"MW26","0","reversal","R","0",14,7,1,"1",2.63905732961526
"MW26","0","reversal","R","0",58,8,1,"1",4.06044301054642
"MW26","0","reversal","R","0",65,9,1,"1",4.17438726989564
"MW26","0","reversal","R","1",153,10,1,"1",5.03043792139244
"MW26","0","reversal","R","1",57,11,1,"1",4.04305126783455
"MW26","0","reversal","R","1",54,12,1,"1",3.98898404656427
"MW26","0","reversal","R","1",381,13,1,"1",5.9427993751267
"MW26","0","reversal","R","0",35,14,1,"1",3.55534806148941
"MW26","0","reversal","R","1",54,15,1,"1",3.98898404656427
"MW26","0","reversal","R","1",44,16,1,"1",3.78418963391826
"MW26","0","reversal","R","1",31,17,1,"1",3.43398720448515
"MW27","0","reversal","R","1",116,1,1,"1",4.75359019110636
"MW27","0","reversal","R","0",13,2,1,"1",2.56494935746154
"MW27","0","reversal","R","0",29,3,1,"1",3.36729582998647
"MW27","0","reversal","R","0",39,4,1,"1",3.66356164612965
"MW27","0","reversal","R","0",61,5,1,"1",4.11087386417331
"MW27","0","reversal","R","1",10,6,1,"1",2.30258509299405
"MW27","0","reversal","R","0",27,7,1,"1",3.29583686600433
"MW27","0","reversal","R","0",19,8,1,"1",2.94443897916644
"MW27","0","reversal","R","1",21,9,1,"1",3.04452243772342
"MW27","0","reversal","R","0",75,10,1,"1",4.31748811353631
"MW27","0","reversal","R","1",16,11,1,"1",2.77258872223978
"MW27","0","reversal","R","1",68,12,1,"1",4.21950770517611
"MW27","0","reversal","R","1",51,13,1,"1",3.93182563272433
"MW27","0","reversal","R","0",392,14,1,"1",5.97126183979046
"MW27","0","reversal","R","1",69,15,1,"1",4.23410650459726
"MW27","0","reversal","R","1",38,16,1,"1",3.63758615972639
"MW27","0","reversal","R","1",18,17,1,"1",2.89037175789616
"MW28","0","reversal","L","0",167,1,1,"1",5.11799381241676
"MW28","0","reversal","L","0",95,2,1,"1",4.55387689160054
"MW28","0","reversal","L","1",56,3,1,"1",4.02535169073515
"MW28","0","reversal","L","0",59,4,1,"1",4.07753744390572
"MW28","0","reversal","L","0",43,5,1,"1",3.76120011569356
"MW28","0","reversal","L","1",49,6,1,"1",3.89182029811063
"MW28","0","reversal","L","1",124,7,1,"1",4.82028156560504
"MW28","0","reversal","L","1",45,8,1,"1",3.80666248977032
"MW28","0","reversal","L","1",23,9,1,"1",3.13549421592915
