"toad.id","age","task.type","reward.position","choice","latency","trial","lt","learnt","log.latency"
"MW28","0","reversal","L","0",30,10,1,"1",3.40119738166216
"MW28","0","reversal","L","1",16,11,1,"1",2.77258872223978
"MW28","0","reversal","L","1",43,12,1,"1",3.76120011569356
"MW28","0","reversal","L","1",22,13,1,"1",3.09104245335832
"MW29","0","reversal","L","0",39,1,1,"1",3.66356164612965
"MW29","0","reversal","L","0",23,2,1,"1",3.13549421592915
"MW29","0","reversal","L","1",30,3,1,"1",3.40119738166216
"MW29","0","reversal","L","0",49,4,1,"1",3.89182029811063
"MW29","0","reversal","L","0",26,5,1,"1",3.25809653802148
"MW29","0","reversal","L","0",23,6,1,"1",3.13549421592915
"MW29","0","reversal","L","0",124,7,1,"1",4.82028156560504
"MW29","0","reversal","L","0",87,8,1,"1",4.46590811865458
"MW29","0","reversal","L","0",61,9,1,"1",4.11087386417331
"MW29","0","reversal","L","0",225,10,1,"1",5.41610040220442
"MW29","0","reversal","L","1",217,11,1,"1",5.37989735354046
"MW29","0","reversal","L","0",161,12,1,"1",5.08140436498446
"MW29","0","reversal","L","0",20,13,1,"1",2.99573227355399
"MW29","0","reversal","L","0",15,14,1,"1",2.70805020110221
"MW29","0","reversal","L","1",28,15,1,"1",3.3322045101752
"MW29","0","reversal","L","1",88,16,1,"1",4.47733681447821
"MW29","0","reversal","L","0",111,17,1,"1",4.70953020131233
"MW29","0","reversal","L","0",52,18,1,"1",3.95124371858143
"MW29","0","reversal","L","0",110,19,1,"1",4.70048036579242
"MW29","0","reversal","L","0",56,20,1,"1",4.02535169073515
"MW29","0","reversal","L","1",21,21,1,"1",3.04452243772342
"MW29","0","reversal","L","1",51,22,1,"1",3.93182563272433
"MW29","0","reversal","L","0",144,23,1,"1",4.969813299576
"MW29","0","reversal","L","0",52,24,1,"1",3.95124371858143
"MW29","0","reversal","L","0",61,25,1,"1",4.11087386417331
"MW29","0","reversal","L","0",33,26,1,"1",3.49650756146648
"MW29","0","reversal","L","1",24,27,1,"1",3.17805383034795
"MW29","0","reversal","L","0",72,28,1,"1",4.27666611901606
"MW29","0","reversal","L","1",15,29,1,"1",2.70805020110221
"MW29","0","reversal","L","1",28,30,1,"1",3.3322045101752
"MW29","0","reversal","L","1",41,31,1,"1",3.71357206670431
"MW29","0","reversal","L","0",69,32,1,"1",4.23410650459726
"MW29","0","reversal","L","0",55,33,1,"1",4.00733318523247
"MW29","0","reversal","L","1",58,34,1,"1",4.06044301054642
"MW29","0","reversal","L","1",50,35,1,"1",3.91202300542815
"MW29","0","reversal","L","1",115,36,1,"1",4.74493212836325
"MW29","0","reversal","L","1",65,37,1,"1",4.17438726989564
"MW30","0","reversal","L","0",111,1,1,"1",4.70953020131233
"MW30","0","reversal","L","1",29,2,1,"1",3.36729582998647
"MW30","0","reversal","L","0",158,3,1,"1",5.06259503302697
"MW30","0","reversal","L","1",401,4,1,"1",5.99396142730657
"MW30","0","reversal","L","1",55,5,1,"1",4.00733318523247
"MW30","0","reversal","L","1",116,6,1,"1",4.75359019110636
"MW30","0","reversal","L","1",90,7,1,"1",4.49980967033027
"MW30","0","reversal","L","1",221,8,1,"1",5.39816270151775
"MW30","0","reversal","L","1",232,9,1,"1",5.44673737166631
"MW31","0","reversal","R","1",13,1,1,"0",2.56494935746154
"MW31","0","reversal","R","1",6,2,1,"0",1.79175946922805
"MW31","0","reversal","R","1",92,3,1,"0",4.52178857704904
"MW31","0","reversal","R","0",143,4,1,"0",4.96284463025991
"MW31","0","reversal","R","0",362,5,1,"0",5.89164421182577
"MW31","0","reversal","R","1",30,6,1,"0",3.40119738166216
"MW31","0","reversal","R","0",68,7,1,"0",4.21950770517611
"MW31","0","reversal","R","0",24,8,1,"0",3.17805383034795
"MW31","0","reversal","R","1",34,9,1,"0",3.52636052461616
"MW31","0","reversal","R","0",18,10,1,"0",2.89037175789616
"MW31","0","reversal","R","0",21,11,1,"0",3.04452243772342
"MW31","0","reversal","R","0",22,12,1,"0",3.09104245335832
"MW31","0","reversal","R","1",105,13,1,"0",4.65396035015752
"MW31","0","reversal","R","0",57,14,1,"0",4.04305126783455
"MW31","0","reversal","R","0",48,15,1,"0",3.87120101090789
"MW31","0","reversal","R","0",148,16,1,"0",4.99721227376411
"MW31","0","reversal","R","1",56,17,1,"0",4.02535169073515
"MW31","0","reversal","R","0",248,18,1,"0",5.51342874616498
"MW31","0","reversal","R","1",292,19,1,"0",5.67675380226828
"MW31","0","reversal","R","0",348,20,1,"0",5.85220247977447
"MW31","0","reversal","R","0",155,21,1,"0",5.04342511691925
"MW31","0","reversal","R","0",125,22,1,"0",4.8283137373023
"MW31","0","reversal","R","1",180,23,1,"0",5.19295685089021
"MW31","0","reversal","R","0",64,24,1,"0",4.15888308335967
"MW31","0","reversal","R","0",17,25,1,"0",2.83321334405622
"MW31","0","reversal","R","0",107,26,1,"0",4.67282883446191
"MW31","0","reversal","R","0",40,27,1,"0",3.68887945411394
"MW31","0","reversal","R","0",58,28,1,"0",4.06044301054642
"MW31","0","reversal","R","0",53,29,1,"0",3.97029191355212
"MW31","0","reversal","R","0",90,30,1,"0",4.49980967033027
"MW31","0","reversal","R","0",59,31,1,"0",4.07753744390572
"MW31","0","reversal","R","0",81,32,1,"0",4.39444915467244
"MW34","0","reversal","L","0",88,1,1,"0",4.47733681447821
"MW34","0","reversal","L","1",283,2,1,"0",5.64544689764324
"MW34","0","reversal","L","1",40,3,1,"0",3.68887945411394
"MW34","0","reversal","L","0",107,4,1,"0",4.67282883446191
"MW34","0","reversal","L","1",118,5,1,"0",4.77068462446567
"MW34","0","reversal","L","0",114,6,1,"0",4.7361984483945
"MW34","0","reversal","L","0",136,7,1,"0",4.91265488573605
"MW34","0","reversal","L","0",269,8,1,"0",5.59471137960184
"MW34","0","reversal","L","1",385,9,1,"0",5.95324333428778
